Date,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT
2014-04-14,16.33372688293457,32.92643737792969,16.348754285888834,33.11972644034444,16.193771547464575,32.69112951165595,16.340614372949993,32.86761041136125,205674000,32006600
2014-04-15,16.21725082397461,33.40546798706055,16.33247037162966,33.58194893532881,16.009666353477282,32.817194953669556,16.289576983006793,33.06090857127627,266490000,33968700
2014-04-16,16.250125885009766,33.951717376708984,16.315250192790135,33.96852233582362,16.09764634866078,33.539925350147776,16.2200677404374,33.6659849843152,214765600,30615800
2014-04-17,16.435794830322266,33.623958587646484,16.524089808530256,33.783634530895824,16.256076324852664,33.203764136281684,16.28112478280198,33.623958587646484,284334400,36688400
2014-04-21,16.6308536529541,33.56512451171875,16.661222812366624,33.741608580342294,16.405108230286572,33.439068126506015,16.448315976086572,33.72480042114822,182548800,22221200
2014-04-22,16.647445678710938,33.607154846191406,16.6515156338059,33.73321126266238,16.484634097902987,33.47269274512475,16.541304125891262,33.58194099823372,202563200,27056700
2014-04-23,16.429838180541992,33.35503005981445,16.629595344222544,33.60714926252675,16.420444177833563,33.17014670520863,16.5647837484627,33.60714926252675,394940000,24602800
2014-04-24,17.776796340942383,33.49789047241211,17.84661766092003,33.59033373234769,17.556374935137857,33.0272716972074,17.79057299232891,33.39704473694972,759911600,42381600
2014-04-25,17.907358169555664,33.53990936279297,17.908921607862418,34.187008978464284,17.65750567899777,33.405447313161794,17.67535061333966,33.85925793285256,390275200,56876800
2014-04-28,18.600873947143555,34.34669494628906,18.652848664416744,34.69965996674454,17.92645838981765,33.69119260150953,17.934287287487535,33.733211407179866,669485600,50610200
2014-04-29,18.545764923095703,34.04414367675781,18.66004641425814,34.61560822992562,18.45747162325153,33.94329793379537,18.58991240908108,34.53997312124669,337377600,29636200
2014-04-30,18.475627899169922,33.951717376708984,18.76806272484571,34.035754995600826,18.466548253319896,33.758425082764354,18.55546858610309,33.951717376708984,456640800,35458700
2014-05-01,18.519155502319336,33.61555099487305,18.6231032650978,33.918091466759506,18.35884870560782,33.57353219729521,18.5354353288843,33.81724571140694,244048000,28787400
2014-05-02,18.5535888671875,33.35503005981445,18.6043128180466,33.90128405791931,18.46373047275146,33.32981942187476,18.546076003788457,33.87607341997962,191514400,43416600
2014-05-05,18.815967559814453,33.13652038574219,18.817221654662458,33.31300120972792,18.472812094744352,33.02726897792002,18.47719641033298,33.212155482568626,287067200,22460900
2014-05-06,18.610889434814453,32.82558059692383,18.923986751626465,33.06929085989072,18.610889434814453,32.73313733594445,18.842268259971576,33.018869594504274,374564400,27112400
2014-05-07,18.545764923095703,33.12812805175781,18.701062007157745,33.203763179056175,18.401739644314606,32.363374300554,18.637190116025653,32.96005284072071,282864400,41744500
2014-05-08,18.512712478637695,33.3129997253418,18.714844929944935,33.531502531249906,18.46265185789834,32.74994096747806,18.520897857576266,33.06088381576359,230297200,32120400
2014-05-09,18.435564041137695,33.228973388671875,18.457917443300275,33.48949186076477,18.271526994246425,33.086105627931325,18.404078599924045,33.228973388671875,291597600,29647600
2014-05-12,18.66508674621582,33.5903434753418,18.691218400348767,33.63236227681981,18.49412374937086,33.32141929888762,18.4969587000734,33.39705442387967,213208800,22782600
2014-05-13,18.694374084472656,34.208152770996094,18.718931897454056,34.27585972257089,18.59803280048893,33.72575204058367,18.638961367813838,33.784994008989045,159737200,27004800
2014-05-14,18.697832107543945,34.05582046508789,18.808973622037065,34.23354638010595,18.630770214256266,33.895018060451754,18.6524947500554,34.106597453124294,166404000,18818700
2014-05-15,18.538837432861328,33.5141716003418,18.783788339930922,34.19122818091035,18.514279623476515,33.43800289645009,18.72396850927881,33.92886859451779,230846000,37793200
2014-05-16,18.81243896484375,33.70882797241211,18.813067833036236,33.717289726996135,18.431158197498217,33.23488900457949,18.53285324637942,33.573414071506996,276256400,29867100
2014-05-19,19.03535270690918,33.64111328125,19.121620315764787,33.70035523504206,18.806772548728883,33.3956804850004,18.82314498235966,33.52262937366587,317755200,24537400
2014-05-20,19.039134979248047,33.581871032714844,19.09234329794589,33.801912112233474,18.91382538682489,33.39568019189148,19.032837888060982,33.581871032714844,234836000,21320900
2014-05-21,19.089508056640625,34.14890670776367,19.10178612208821,34.14890670776367,18.955698666027974,33.63265579191312,19.01142581544785,33.68343277106036,196859600,22398700
2014-05-22,19.119728088378906,33.93732833862305,19.20095969721355,34.1489077004061,19.019923009223675,33.72574897684,19.0986341009471,34.09813071978287,200760000,20201800
2014-05-23,19.335716247558594,33.954261779785156,19.354607517055403,34.16584118334791,19.094543592113343,33.852704570039776,19.11910140172624,34.16584118334791,232209600,18020000
2014-05-27,19.697784423828125,34.01349639892578,19.705024813491278,34.072738360836354,19.382936768726733,33.69189809953833,19.39080770788447,34.072738360836354,348866000,26160600
2014-05-28,19.64678382873535,33.86115646362305,19.830024921182673,34.013493848095685,19.639541755773436,33.70035732598839,19.710067473498444,33.97117862539652,315481600,25711500
2014-05-29,20.004764556884766,34.14044189453125,20.05167745123848,34.14890364748256,19.765165776668354,33.776525177179856,19.767684612358025,33.97964276090054,376474000,19888200
2014-05-30,19.929834365844727,34.64824676513672,20.28151801805625,34.673638492424786,19.800746541792808,34.06428869264618,20.086627704699154,34.23355288463423,564020800,34567600
2014-06-02,19.792877197265625,34.52128982543945,19.987453092192343,34.77518441670031,19.59924628629083,34.42819438867333,19.960062009315383,34.65670048934157,369350800,18504300
2014-06-03,20.072772979736328,34.0981330871582,20.110555517981435,34.428196397904316,19.780280309052117,34.06427961209576,19.78689183287854,34.360489447779436,292709200,18068900
2014-06-04,20.301979064941406,34.12351608276367,20.39863811687509,34.16583130555323,20.027747153331134,33.73421086758843,20.069622373464327,34.03042065555991,335482000,23209000
2014-06-05,20.38163948059082,34.876739501953125,20.445239250262855,34.91059297299609,20.232402647958853,34.191224469778895,20.345432473390424,34.35202361456594,303805600,31865200
2014-06-06,20.325593948364258,35.10525131225586,20.504744040975325,35.257588728341034,20.290962478667065,34.90213690977244,20.461923832813124,35.10525131225586,349938400,24060500
2014-06-09,20.650829315185547,34.927513122558594,20.69050013375473,35.10523896935499,20.221063515240797,34.71593381110266,20.430436252349136,35.029070288093095,301660000,15019200
2014-06-10,20.77203941345215,34.79210662841797,20.94835447893751,34.83442185005073,20.622172112229116,34.58052729180968,20.877828789036382,34.724399691049975,251108000,15117700
2014-06-11,20.686100006103516,34.58052062988281,20.884454166010944,34.75824646356828,20.600146817054664,34.50435195423992,20.745605413342645,34.63976257444463,182724000,18040000
2014-06-12,20.34008026123047,34.34357452392578,20.743400054844084,34.59746919347272,20.25412708311163,34.09814161103719,20.72576820254638,34.53822721152663,218996000,29818900
2014-06-13,20.11747932434082,34.893672943115234,20.373136094725638,35.18142104538862,20.02932175933,34.580536346902974,20.320240546839724,34.78365075530459,218100000,26310000
2014-06-16,20.320247650146484,35.122169494628906,20.44146455459312,35.21526491827421,20.154952788519047,34.732864294334384,20.168177520846317,34.732864294334384,142244000,24205300
2014-06-17,20.293790817260742,35.274513244628906,20.43043342114569,35.46916587993291,20.232081037252648,34.14044767878973,20.344480273067933,34.9444499400506,118904000,22518600
2014-06-18,20.315832138061523,35.249122619628906,20.34007550894011,35.325291318263524,20.13290549651058,34.85135239026539,20.335666706162772,35.21526914724801,134056000,27097000
2014-06-19,20.24530792236328,35.13063430786133,20.342281413041196,35.35067864263638,20.13070258220471,34.97830014406015,20.340077011489686,35.1814145147582,142112000,19828200
2014-06-20,20.035938262939453,35.274513244628906,20.39738282567848,35.40146215951826,20.03373386104815,35.020618643295215,20.24310664114072,35.07986060932491,403592000,47764900
2014-06-23,20.0183048248291,35.53687286376953,20.192415568197088,35.545334618162805,19.967613674140868,35.282975033740925,20.126296968423883,35.316828508204075,174776000,18743900
2014-06-24,19.89708137512207,35.333740234375,20.218854979288512,35.494539327094124,19.877246810626225,35.17294114165588,20.000666362507797,35.40144715453693,156144000,26509100
2014-06-25,19.914718627929688,35.57072067260742,19.989651467215687,35.58764740867924,19.758239744597976,35.08831999411749,19.881659329994086,35.29143759853447,147476000,20049100
2014-06-26,20.033727645874023,35.3083610534668,20.066786938123517,35.4945486760651,19.791295638486815,35.06292824590029,19.916919603862535,35.486086923037924,130516000,23604400
2014-06-27,20.271759033203125,35.75691604614258,20.27616615556582,35.79076952255158,20.005081889945284,35.130639646356975,20.01610221805101,35.215273337379465,256116000,74640000
2014-06-30,20.481130599975586,35.291446685791016,20.657445750407348,35.72306726720424,20.295999523875647,35.291446685791016,20.298203925659163,35.68921378634362,197929200,30793100
2014-07-01,20.611156463623047,35.43531036376953,20.73237330881303,35.67228144267938,20.525203312112136,35.282972966057784,20.611156463623047,35.42684860987214,152892000,26917000
2014-07-02,20.602344512939453,35.46070861816406,20.730171213078563,35.46070861816406,20.51638967040369,35.1475687826831,20.688297674009565,35.316832947831784,113860000,20208100
2014-07-03,20.72356414794922,35.376068115234375,20.738991598601764,35.5368704939887,20.540637460593306,35.17295373889022,20.644222492745836,35.469163549577445,91567200,15969300
2014-07-07,21.151121139526367,35.53687286376953,21.155528260652776,35.64689181310724,20.738985533387904,35.2999017709725,20.747801457106245,35.33375524543565,225872000,21952400
2014-07-08,21.01447868347168,35.3591423034668,21.334049640737646,35.54533317702022,20.699316529183545,35.215269885499076,21.2172399023445,35.43531100369821,260888000,31218200
2014-07-09,21.023298263549805,35.266048431396484,21.146717864938896,35.53687299969253,20.884451211987077,35.147564498767295,21.034318591444954,35.52840801682185,145744000,18445900
2014-07-10,20.946157455444336,35.2829704284668,21.058558391315444,35.54532997864446,20.61115904932886,34.74132782153382,20.664054596483307,35.012149125000306,158744000,21854700
2014-07-11,20.985828399658203,35.621498107910156,21.133491353043194,35.621498107910156,20.906486759921197,35.105243997463774,21.016683294948628,35.29143485131514,136072000,24083000
2014-07-14,21.256906509399414,35.663814544677734,21.353879978106722,35.92617409963212,21.08059309893607,35.579184096470335,21.12687543223765,35.73152148599938,171240000,21881100
2014-07-15,21.00786590576172,35.926185607910156,21.34506701040244,35.94311234866273,20.94395171812584,35.570730508997485,21.334048366547293,35.824628391840406,181911600,28748700
2014-07-16,20.88885498046875,37.30567169189453,21.400166837443585,37.50032430204732,20.880039055861257,35.95156194567201,21.371516343568494,35.97695043399141,213585200,63318000
2014-07-17,20.51639175415039,37.68650817871094,20.999053154923786,38.685162846821186,20.401788088239073,37.44954036880148,20.943954882925574,38.46512177025444,229192000,82180300
2014-07-18,20.81171989440918,37.82192611694336,20.880041215351188,37.94887502729374,20.500964825351925,37.44954759686442,20.6332020266751,37.78807587216883,199952000,43407500
2014-07-21,20.70372772216797,37.948875427246094,20.937343862991217,38.21969675896592,20.65524097260861,37.42415950059455,20.93513946124783,37.71190756910248,156316000,37604400
2014-07-22,20.87563705444336,37.9404182434082,20.913103482115307,38.211239607751395,20.743401515829007,37.737300605928155,20.86682112767359,38.08429068077069,220788000,43095800
2014-07-23,21.42000389099121,37.97425842285156,21.57207397213937,38.46512403333739,20.974808929688294,37.76267908628584,21.02990719945093,38.46512403333739,371672000,52362900
2014-07-24,21.38473892211914,37.576499938964844,21.448653113026573,38.08428916985145,21.250299017359655,37.50879298634252,21.386943323589232,38.02504720052952,182916000,30725300
2014-07-25,21.52579689025879,37.6611213684082,21.563263319305946,37.79653201272987,21.298792232369806,37.49185725589501,21.34507458851032,37.49185725589501,173876000,26737700
2014-07-28,21.823328018188477,37.21257400512695,21.871814778101353,37.66958290936441,21.49935151429704,37.178720537125834,21.558856922347974,37.542637247026825,221272000,29684200
2014-07-29,21.682268142700195,37.14487838745117,21.915885924365835,37.31414255058843,21.653617650881596,36.93329899064095,21.891642553801802,37.16180512660944,172572000,27763100
2014-07-30,21.631580352783203,36.88251495361328,21.75279553350205,37.32259717384988,21.52579093837981,36.63708212538708,21.695494545438173,37.29720868418674,132040000,31921400
2014-07-31,21.069578170776367,36.52705383300781,21.477305033626298,36.97560096023785,21.010072778854475,36.45935012910716,21.413392519936984,36.713244668512004,227372000,31537500
2014-08-01,21.186386108398438,36.273162841796875,21.294379927913926,36.60322609815396,20.89546731097259,36.053118518595795,20.915303562472364,36.56937262867002,194044000,31170300
2014-08-04,21.067373275756836,36.704795837402344,21.285563631113817,36.789429540071225,20.974808587616995,36.230860016239205,21.239281287043898,36.366270712063766,159832000,34277400
2014-08-05,20.963796615600586,36.4593620300293,21.0872162390721,36.780960378309665,20.796297354127635,36.24778264005497,21.016690499736054,36.65401468139224,223732000,26266400
2014-08-06,20.928525924682617,36.17162322998047,21.043131263794546,36.53553690412613,20.87342765665803,35.7230726125731,20.882243581317848,36.17162322998047,154232000,24634000
2014-08-07,20.926313400268555,36.58629608154297,21.25190130771069,36.77248691855839,20.842146370327576,36.09543373183538,21.025982926448663,36.25623285479327,186844000,30314900
2014-08-08,20.983896255493164,36.560916900634766,21.00161580542935,36.66247409737833,20.660522073389608,36.315484049096504,20.877582335534637,36.586305392709384,167460000,28942700
2014-08-11,21.260761260986328,36.560916900634766,21.280696180286014,36.77249627711014,21.00604818216971,36.408579491296884,21.10128866590707,36.61169388478401,146340000,20351600
2014-08-12,21.256332397460938,36.83174514770508,21.45788681973581,36.89098712594644,21.176596099247046,36.39165957473664,21.271836583789774,36.42551305614476,135180000,21431100
2014-08-13,21.53762435913086,37.30567169189453,21.53762435913086,37.39030213858893,21.271837809654052,36.83173279644996,21.29620177383622,36.96714344822775,127664000,22889500
2014-08-14,21.5952091217041,37.46647262573242,21.610713306813686,37.59341830185165,21.440167270608256,37.24642828828082,21.55755634212789,37.30567347793683,112464000,19313200
2014-08-15,21.70152473449707,37.90654754638672,21.74803728981209,37.999642953423816,21.453456082987532,37.576484360305265,21.683805182997222,37.72882171210345,195804000,41611300
2014-08-18,21.96288299560547,38.177364349365234,22.009395552595414,38.177364349365234,21.701525515974218,37.8134477433152,21.814483858737162,38.0334887656405,190288000,26891100
2014-08-19,22.266324996948242,38.603187561035156,22.299548738774703,38.61170216650286,21.99832307525294,38.17738581824117,22.0182579962807,38.29660978644597,277596000,28139500
2014-08-20,22.27518653869629,38.279571533203125,22.390360271011577,38.66279369343808,22.137862516855513,38.23699201509013,22.24639352807493,38.61169632253709,210796000,24770500
2014-08-21,22.27739715576172,38.50950622558594,22.357133449529037,38.535053287658194,22.17329690057497,38.1773814242101,22.27518178931555,38.18589602869781,133912000,22285500
2014-08-22,22.441299438476562,38.44989013671875,22.474523176816632,38.722402931712175,22.191017097329812,38.38176031366601,22.21316569294668,38.62020819713307,176736000,18294500
2014-08-25,22.490026473999023,38.466915130615234,22.629564141717818,38.69684838532063,22.432438775807213,38.35620905319325,22.54539880576783,38.66278672613378,161080000,16910000
2014-08-26,22.346059799194336,38.330665588378906,22.481168434330872,38.66279362574032,22.339415389241655,38.271053613403296,22.46344888123732,38.58614919382753,132608000,14873100
2014-08-27,22.620704650878906,38.2114372253418,22.718160496765393,38.32214655834298,22.303974841577308,38.11776034731069,22.374851359541257,38.23698753210122,209476000,21287900
2014-08-28,22.64728546142578,38.21995544433594,22.764674543567036,38.305114471395875,22.494457273067756,37.99002217294372,22.501101683026,38.109246110271094,273840000,17657600
2014-08-29,22.702655792236328,38.688350677490234,22.79125186012314,38.696865283853086,22.63620831886386,38.20293689956188,22.782392084351514,38.39880533200579,178380000,21607600
2014-09-02,22.87984848022461,38.3988037109375,22.9773026364057,38.71389611081819,22.75138426317967,38.1944174321494,22.826689824311853,38.68834904419831,214256000,22976800
2014-09-03,21.914154052734375,38.288089752197266,22.8576973474891,38.41583156720547,21.834417761652368,37.92190001435698,22.835548753261747,37.92190001435698,501684000,33684500
2014-09-04,21.7325382232666,38.5435791015625,22.168870875368935,38.55209695713653,21.65944632348683,38.083715607476684,21.894224521752935,38.10074807001468,342872000,26475500
2014-09-05,21.920801162719727,39.09709930419922,22.0138262838332,39.11413175651711,21.774617381116013,38.41581745452387,21.88314837891136,38.41581745452387,233828000,36939400
2014-09-08,21.785694122314453,39.57402038574219,21.99610834357421,39.855047884849824,21.717032959765852,39.165251047015666,21.993894666596983,39.190798115495475,185426800,45736700
2014-09-09,21.7037410736084,39.820980072021484,22.83112275110553,39.999819284234654,21.29398611142628,39.53143473868789,21.945165345380016,39.57401751454464,759385200,40302400
2014-09-10,22.37043571472168,39.889095306396484,22.39479969078554,39.97425432970383,21.652810329302948,39.41219632949321,21.70818269493345,39.872062852013315,403478400,27302400
2014-09-11,22.46566390991211,40.02535629272461,22.46787927647288,40.02535629272461,22.064768743720794,39.574007569829575,22.23974552577109,39.80394085751446,249412400,29216400
